latitude,longitude,event_date,elevation,slope,aspect,curvature,land_cover_code,historical_landslide_density,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3day,rainfall_7day,soil_moisture_0_7cm,soil_moisture_7_28cm,earthquake_count_7d,nearest_eq_distance_km,max_eq_magnitude,landslide_occurrence
22.0,95.0,2014-11-30,139.0,0.4,167.1,1e-06,1.0,0.0,0.22,2.51,2.86,3.12,14.07,28.84,36.89,0.312,0.477,0,215.7,0.09,0
25.5,95.5,2019-04-07,203.0,1.25,41.2,3e-06,0.0,0.0,0.59,1.5,2.33,5.45,20.35,16.57,120.59,0.336,0.43,2,365.7,3.74,0
27.5,88.0,2011-06-28,3357.0,4.09,348.8,-5e-06,2.0,0.0408,0.25,1.76,2.57,7.54,1.04,29.07,94.33,0.296,0.354,1,386.0,4.97,0
23.5,93.5,2012-06-13,1427.0,1.08,160.9,-2e-06,0.0,0.0,0.88,2.59,3.0,9.03,20.73,41.1,67.63,0.375,0.495,0,271.9,1.22,0
25.5,92.5,2019-02-20,1071.0,0.93,80.8,-3e-06,0.0,0.0408,0.56,2.08,4.99,9.14,21.34,6.87,131.8,0.391,0.306,1,151.3,6.22,0
23.5,93.0,2016-11-08,737.0,0.89,209.6,1e-06,1.0,0.0816,0.79,2.04,2.65,10.83,12.72,66.68,108.91,0.324,0.448,3,296.8,0.52,0
23.65637182,93.02746602,2017-06-17,535.5,0.72,179.1,0.0,1.0,0.0,0.6,3.4,6.9,7.2,14.1,40.9,177.0,0.43,0.428,0,500.0,0.0,1
26.1001,91.6849,2014-09-22,535.5,0.72,179.1,0.0,1.0,0.0,0.4,0.4,0.4,10.0,22.0,127.8,141.4,0.497,0.505,3,354.0,4.5,1
25.8833,91.2,2010-06-09,535.5,0.72,179.1,0.0,1.0,0.0,0.3,0.8,3.9,27.1,37.5,53.9,175.1,0.501,0.499,0,500.0,0.0,1
27.0,90.5,2022-03-31,816.0,1.92,4.3,3e-06,2.0,0.0408,0.37,1.61,2.89,11.0,8.71,25.39,121.81,0.419,0.459,3,287.9,2.22,0
28.0,93.0,2017-10-23,3033.0,5.29,39.3,-1e-06,2.0,0.0,0.48,2.05,3.43,0.88,0.72,58.49,103.59,0.436,0.366,3,415.5,2.33,0
23.5,95.5,2011-10-10,175.0,0.32,43.1,0.0,5.0,0.0,0.31,0.53,1.5,9.43,17.01,57.85,89.71,0.434,0.335,0,267.7,3.71,0
26.5,92.0,2019-06-06,64.0,0.79,359.8,2e-06,1.0,0.0,0.7,2.58,2.36,4.32,3.57,32.36,57.8,0.491,0.388,1,356.1,2.95,0
26.8781,88.2807,2015-07-01,535.5,0.72,179.1,0.0,1.0,0.0,0.2,6.4,10.0,11.7,15.4,53.4,94.6,0.423,0.423,2,213.1,5.1,1
22.5,92.5,2023-01-15,263.0,0.83,227.1,1e-06,0.0,0.0408,0.73,2.14,1.16,10.91,4.02,67.89,86.4,0.5,0.458,4,62.2,4.85,0
27.3144,89.545,2009-10-15,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5,0.373,0.382,1,671.6,4.8,1
24.5,89.0,2009-04-27,12.0,0.01,38.0,0.0,1.0,0.0,0.62,0.21,3.42,10.7,0.48,11.19,113.55,0.349,0.432,5,136.0,1.05,0
29.0,92.5,2022-06-06,4045.0,1.18,62.0,4e-06,4.0,0.0,0.37,0.01,3.65,8.53,18.03,39.19,57.66,0.431,0.359,5,246.7,3.61,0
25.0,96.5,2023-04-05,211.0,0.19,29.9,0.0,1.0,0.0,0.3,0.52,5.11,4.93,12.81,69.2,52.26,0.376,0.447,4,197.3,5.24,0
27.0,89.5,2021-07-02,2283.0,3.84,351.6,-3e-06,0.0,0.2245,0.33,2.06,0.07,6.06,10.32,47.76,103.68,0.417,0.467,2,63.1,1.52,0
28.0,94.5,2011-09-06,682.0,1.4,25.7,2e-06,0.0,0.0408,0.3,0.24,2.13,7.92,15.55,56.66,66.4,0.394,0.473,1,57.0,2.31,0
24.0,88.0,2013-11-02,25.0,0.31,91.0,1e-06,6.0,0.0,0.55,1.32,0.39,5.1,7.61,30.62,29.39,0.491,0.44,5,154.0,3.38,0
26.5836,93.0038,2011-07-24,535.5,0.72,179.1,0.0,1.0,0.0,0.3,0.7,1.7,5.7,14.2,90.9,200.5,0.508,0.509,1,246.5,4.0,1
24.0,95.5,2019-07-11,352.0,0.16,53.5,-1e-06,0.0,0.0,0.26,1.76,4.57,0.69,4.21,2.87,40.1,0.336,0.32,4,292.0,1.23,0
24.8628,94.4182,2009-08-30,535.5,0.72,179.1,0.0,1.0,0.0,1.4,2.0,3.4,5.1,5.1,20.3,51.9,0.419,0.412,0,500.0,0.0,1
26.0,90.0,2019-06-07,36.0,0.05,247.6,0.0,1.0,0.0,0.4,1.76,2.7,8.97,21.77,52.02,101.95,0.354,0.433,4,174.2,5.32,0
27.5,92.5,2023-04-04,2205.0,5.52,21.8,3e-06,0.0,0.0204,0.18,2.24,2.54,10.75,8.16,27.89,77.86,0.383,0.421,3,382.6,5.33,0
27.0257,88.4301,2015-06-17,535.5,0.72,179.1,0.0,1.0,0.0,0.8,2.5,3.1,3.1,13.3,38.5,87.6,0.425,0.418,2,786.2,4.3,1
26.2363,94.8133,2010-07-06,535.5,0.72,179.1,0.0,1.0,0.0,0.1,0.2,1.7,2.2,4.2,43.3,98.4,0.497,0.498,1,219.4,4.4,1
27.5,91.0,2022-08-09,3987.0,2.49,358.2,-8e-06,4.0,0.0,0.18,0.38,0.41,9.46,15.5,13.79,69.31,0.34,0.366,2,131.9,1.89,0
29.0,92.5,2009-12-03,4045.0,1.18,62.0,4e-06,4.0,0.0,0.31,1.11,1.96,5.72,7.75,59.67,122.89,0.317,0.497,5,446.9,2.99,0
26.5,97.0,2023-06-24,462.0,1.4,350.9,1e-06,0.0,0.0,0.07,1.49,4.19,3.62,10.45,25.81,129.23,0.495,0.478,4,450.3,5.64,0
22.5,96.5,2013-03-22,1047.0,0.69,313.5,-1e-06,0.0,0.0204,0.72,1.53,3.55,2.45,4.75,63.54,56.4,0.485,0.335,1,481.4,0.76,0
27.0,91.0,2013-10-06,1799.0,4.13,353.0,-1e-06,2.0,0.0,0.15,1.61,2.55,6.63,15.82,68.19,112.94,0.47,0.492,3,283.2,2.98,0
26.1677,94.2442,2016-06-12,535.5,0.72,179.1,0.0,1.0,0.0,0.1,0.3,0.3,0.6,4.9,72.2,103.8,0.489,0.5,2,106.8,4.5,1
26.5,90.0,2021-06-05,54.0,2.07,359.7,3e-06,1.0,0.0,0.52,1.22,5.19,1.47,20.06,6.87,68.57,0.445,0.393,3,386.9,5.35,0
25.0,90.0,2015-11-14,22.0,0.04,7.0,0.0,1.0,0.0,0.6,0.96,2.92,3.88,22.6,39.52,62.63,0.39,0.355,1,69.1,1.25,0
25.5,89.0,2019-12-06,33.0,0.03,8.9,-0.0,1.0,0.0204,0.89,1.7,3.86,10.45,19.51,52.81,26.03,0.499,0.497,4,305.2,1.28,0
26.5,94.0,2023-01-20,102.0,0.7,186.2,2e-06,6.0,0.0,0.48,0.43,3.2,2.12,2.66,55.14,57.06,0.475,0.443,2,212.8,3.23,0
23.5,96.0,2023-01-24,79.0,0.02,325.9,0.0,5.0,0.0,0.65,0.64,0.63,4.48,6.88,42.6,39.66,0.451,0.457,5,332.7,5.06,0
24.5308,92.5121,2016-05-18,535.5,0.72,179.1,0.0,1.0,0.0,1.5,6.9,12.3,26.8,45.0,66.6,110.0,0.46,0.465,2,184.6,4.8,1
25.4379,94.1162,2007-10-19,535.5,0.72,179.1,0.0,1.0,0.0,0.5,0.7,0.9,3.7,5.4,39.0,95.1,0.459,0.458,2,293.1,4.5,1
29.0,89.5,2011-11-09,3966.0,0.46,276.6,6e-06,2.0,0.0,0.17,1.73,2.0,8.45,3.96,40.78,69.58,0.47,0.355,1,220.6,3.77,0
26.0,94.0,2013-09-04,753.0,1.74,212.1,1e-06,0.0,0.1633,0.48,1.72,2.4,9.91,18.4,54.76,30.85,0.455,0.35,0,54.1,0.15,0
22.5,92.0,2013-11-29,34.0,0.17,276.7,0.0,1.0,0.1837,0.35,2.14,5.15,6.84,1.76,49.08,78.72,0.432,0.377,3,90.8,5.22,0
26.0,88.5,2022-02-01,55.0,0.06,358.8,-0.0,5.0,0.0,0.81,1.16,1.79,1.98,6.89,56.49,38.04,0.479,0.324,0,270.8,4.02,0
25.5,94.0,2023-07-14,1521.0,0.51,260.7,-4e-06,0.0,0.5918,0.34,2.47,2.92,6.27,2.81,2.78,93.99,0.407,0.494,2,112.9,4.82,0
27.5509,88.6475,2010-07-21,535.5,0.72,179.1,0.0,1.0,0.0,2.9,8.0,19.2,44.2,64.3,143.6,290.3,0.435,0.438,2,255.4,4.6,1
23.5,89.0,2017-11-08,11.0,0.0,68.2,0.0,5.0,0.0,0.66,2.1,4.26,1.02,16.14,33.07,77.31,0.479,0.316,0,307.2,1.29,0
28.5,93.0,2015-09-20,4718.0,1.38,52.2,-5e-06,4.0,0.0,0.42,1.88,2.34,7.29,0.31,9.94,25.26,0.429,0.42,1,256.6,0.07,0
24.506937,91.588893,2016-11-01,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,5.9,26.7,0.333,0.33,2,201.4,4.9,1
22.5,89.5,2010-06-03,6.0,0.0,39.8,-0.0,1.0,0.0,0.24,0.82,3.72,7.66,17.41,41.29,89.93,0.5,0.434,2,264.4,4.47,0
26.5,92.0,2016-08-16,64.0,0.79,359.8,2e-06,1.0,0.0,0.49,0.49,1.01,9.78,16.54,47.48,77.74,0.359,0.461,2,261.4,6.24,0
28.0,90.5,2017-04-23,5377.0,3.27,358.1,-8e-06,2.0,0.0,0.45,1.98,1.66,11.29,4.33,42.0,23.04,0.369,0.39,3,168.9,5.18,0
26.5,91.0,2014-11-30,42.0,1.83,0.1,2e-06,5.0,0.0,0.39,0.95,4.89,2.65,12.26,7.63,106.35,0.362,0.469,5,131.0,3.5,0
25.0,92.5,2009-04-11,39.0,1.09,342.1,2e-06,1.0,0.1429,0.41,2.22,2.87,0.06,20.02,18.47,92.99,0.394,0.378,0,304.6,0.04,0
24.5,95.0,2014-03-02,182.0,0.24,192.3,0.0,5.0,0.0,0.42,0.55,2.54,8.68,18.48,56.82,65.72,0.379,0.468,0,187.8,0.48,0
27.0,95.5,2014-11-08,680.0,0.99,234.0,-1e-06,0.0,0.0204,0.18,2.31,0.31,2.31,18.53,24.65,114.56,0.486,0.302,3,45.7,6.16,0
27.0,92.0,2012-10-18,1102.0,4.06,7.9,3e-06,1.0,0.0408,0.05,2.5,0.96,8.06,6.77,9.1,35.82,0.482,0.345,0,35.4,1.56,0
29.0,93.0,2009-09-23,3846.0,0.63,305.8,4e-06,4.0,0.0,0.16,0.83,4.27,6.91,14.51,9.46,81.12,0.364,0.306,2,491.4,1.09,0
26.5,93.5,2016-02-18,600.0,0.38,358.5,-2e-06,0.0,0.0204,0.54,2.54,1.29,0.52,13.98,15.18,86.15,0.46,0.36,0,318.4,1.82,0
24.0,89.5,2022-02-26,13.0,0.01,27.5,-0.0,1.0,0.0,0.12,2.49,0.65,9.81,12.54,27.29,57.95,0.446,0.408,5,222.8,2.11,0
27.82743132,93.62407259,2017-05-03,535.5,0.72,179.1,0.0,1.0,0.0,0.6,0.6,0.6,0.6,19.3,88.5,244.5,0.408,0.413,0,500.0,0.0,1
24.5,91.5,2022-09-23,10.0,0.11,181.7,0.0,5.0,0.102,0.05,1.49,5.17,5.98,2.0,51.22,95.03,0.46,0.442,3,308.3,2.06,0
23.5,93.0,2023-02-23,737.0,0.89,209.6,1e-06,1.0,0.0816,0.21,1.84,0.05,5.71,8.47,44.06,102.96,0.424,0.394,3,17.7,3.46,0
25.0,91.5,2010-11-19,10.0,1.71,359.8,2e-06,6.0,0.1224,0.13,1.6,2.5,8.17,12.86,18.1,115.85,0.347,0.357,2,418.8,0.24,0
26.0,88.0,2021-09-10,47.0,0.3,72.6,1e-06,1.0,0.0,0.32,2.5,0.06,9.72,17.23,49.57,24.08,0.362,0.362,5,465.9,5.89,0
27.0674,89.5615,2010-07-22,535.5,0.72,179.1,0.0,1.0,0.0,9.2,24.3,34.3,65.2,160.5,364.0,566.2,0.433,0.435,2,165.9,4.6,1
29.5,95.5,2013-06-24,1509.0,2.66,172.9,6e-06,0.0,0.0,0.08,0.13,2.15,3.46,14.37,18.03,60.63,0.395,0.4,5,35.3,0.72,0
28.0822,96.5316,2016-05-01,535.5,0.72,179.1,0.0,1.0,0.0,0.3,0.8,2.1,4.3,5.5,38.4,123.4,0.403,0.407,0,500.0,0.0,1
29.5,96.5,2020-01-03,4109.0,3.9,199.1,-4e-06,2.0,0.0,0.13,2.5,3.65,10.58,9.6,62.99,118.6,0.446,0.352,3,83.4,0.04,0
27.1675,88.3651,2012-09-16,535.5,0.72,179.1,0.0,1.0,0.0,3.2,10.3,17.9,34.9,73.4,218.7,290.3,0.429,0.43,2,601.1,4.8,1
24.0,90.5,2022-11-16,5.0,0.01,0.0,0.0,1.0,0.0,0.83,1.85,1.51,11.0,19.04,49.11,102.91,0.327,0.341,0,496.9,3.73,0
24.808,93.117,2011-09-06,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.4,1.8,11.2,39.3,84.1,0.459,0.456,0,500.0,0.0,1
22.9167,93.6833,2013-08-23,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,4.1,4.7,30.2,160.9,0.406,0.408,3,212.0,4.2,1
26.0,97.5,2017-07-15,292.0,0.38,351.3,1e-06,0.0,0.0,0.76,0.17,3.92,7.4,18.27,16.9,102.99,0.42,0.317,5,295.9,5.35,0
28.5,94.5,2014-11-23,1320.0,1.78,32.8,2e-06,0.0,0.0408,0.06,0.51,1.07,2.62,21.26,66.71,57.81,0.445,0.326,2,458.8,2.61,0
24.7979,92.9974,2015-07-22,535.5,0.72,179.1,0.0,1.0,0.0,1.2,8.5,17.2,23.3,47.1,117.8,350.7,0.481,0.47,1,111.2,4.2,1
25.5,94.0,2019-03-13,1521.0,0.51,260.7,-4e-06,0.0,0.5918,0.44,1.67,4.81,9.53,21.27,9.37,46.26,0.468,0.319,2,432.1,4.71,0
23.0,91.5,2018-06-02,6.0,0.05,319.4,0.0,1.0,0.0204,0.89,0.29,2.51,11.11,19.42,38.6,34.79,0.421,0.427,2,243.4,5.85,0
27.769793,93.50995626,2017-05-24,535.5,0.72,179.1,0.0,1.0,0.0,1.8,6.2,10.6,15.2,29.4,73.4,203.1,0.429,0.427,1,329.0,4.4,1
27.05957271,93.50102778,2017-07-09,535.5,0.72,179.1,0.0,1.0,0.0,0.9,5.1,13.5,31.4,50.2,61.2,126.8,0.516,0.516,1,307.5,4.5,1
27.5,97.5,2021-03-21,719.0,3.47,22.9,6e-06,0.0,0.0,0.83,1.21,1.08,11.26,20.59,48.11,27.64,0.329,0.371,1,377.7,1.55,0
28.5,89.5,2017-01-06,5172.0,0.67,188.3,-3e-06,4.0,0.0,0.17,1.66,2.08,0.69,19.0,53.0,145.33,0.456,0.333,2,489.2,1.54,0
27.0,88.0,2013-12-26,1961.0,3.37,356.9,-4e-06,2.0,0.9388,0.78,0.51,5.07,10.44,21.2,25.36,38.63,0.311,0.437,2,101.4,4.95,0
26.49349035,91.72137514,2015-09-01,535.5,0.72,179.1,0.0,1.0,0.0,0.2,2.0,3.5,35.5,51.2,103.1,166.9,0.515,0.514,3,250.0,4.2,1
26.1498,94.6055,2013-08-04,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,3.1,3.8,27.3,67.3,0.499,0.497,1,246.3,5.0,1
22.0,88.0,2023-10-02,3.0,0.61,147.8,1e-06,1.0,0.0,0.78,1.2,0.29,5.86,14.13,36.02,74.18,0.305,0.347,1,464.6,2.85,0
23.5,92.5,2017-01-06,750.0,0.75,326.3,-2e-06,2.0,0.3878,0.15,0.71,2.22,10.31,8.08,21.97,85.4,0.491,0.4,5,99.8,0.61,0
28.5,95.5,2010-03-06,2009.0,3.49,329.3,1e-06,0.0,0.0,0.74,1.78,2.29,5.74,19.26,36.71,104.8,0.304,0.335,3,475.5,5.8,0
27.0,97.5,2017-05-15,583.0,0.83,76.9,2e-06,0.0,0.0,0.16,1.55,2.87,4.31,19.17,48.82,73.6,0.354,0.424,0,497.7,5.24,0
27.5,94.0,2022-12-08,1830.0,2.0,30.0,-5e-06,0.0,0.0612,0.24,1.14,3.93,7.41,11.68,25.17,145.22,0.334,0.363,3,388.3,2.97,0
27.5,95.5,2022-03-01,132.0,0.55,184.0,1e-06,5.0,0.0,0.78,1.25,1.36,4.32,17.89,17.29,107.37,0.463,0.378,2,263.1,0.06,0
25.0,91.5,2013-09-17,10.0,1.71,359.8,2e-06,6.0,0.1224,0.48,0.0,1.83,6.84,8.38,8.05,107.92,0.41,0.446,3,450.2,1.92,0
27.2879,88.2579,2011-06-23,535.5,0.72,179.1,0.0,1.0,0.0,1.7,3.4,4.4,9.4,19.6,48.5,160.6,0.413,0.416,1,497.6,4.4,1
25.5,91.5,2023-07-01,1648.0,0.59,274.1,-6e-06,0.0,0.2245,0.79,1.19,3.7,8.04,6.76,43.74,121.31,0.331,0.343,4,369.3,2.98,0
29.5,94.5,2015-05-20,4324.0,1.86,154.5,-8e-06,2.0,0.0,0.12,1.2,4.5,1.78,17.6,37.13,81.15,0.341,0.35,3,427.6,4.32,0
27.06826195,88.28121204,2007-09-05,535.5,0.72,179.1,0.0,1.0,0.0,1.0,5.0,10.7,16.5,39.8,78.3,136.7,0.431,0.431,1,503.4,4.5,1
24.896,91.9022,2008-08-01,535.5,0.72,179.1,0.0,1.0,0.0,1.6,3.8,8.0,11.4,11.6,39.8,115.8,0.485,0.481,5,138.4,5.2,1
27.6163,88.6586,2015-05-24,535.5,0.72,179.1,0.0,1.0,0.0,0.7,1.3,2.7,10.2,21.1,117.9,184.1,0.413,0.419,1,906.7,4.2,1
26.0,92.0,2018-03-27,343.0,1.59,183.1,1e-06,0.0,0.0,0.62,0.75,4.99,9.19,12.48,33.08,57.85,0.362,0.5,3,433.8,5.36,0
27.5,88.0,2016-04-03,3357.0,4.09,348.8,-5e-06,2.0,0.0408,0.55,1.46,1.13,8.65,21.01,19.56,140.73,0.388,0.375,5,27.0,1.85,0
23.7313,92.7187,2015-09-14,535.5,0.72,179.1,0.0,1.0,0.0,0.4,1.6,4.9,15.0,15.3,30.5,46.1,0.417,0.415,2,347.7,4.2,1
22.5,96.5,2016-03-09,1047.0,0.69,313.5,-1e-06,0.0,0.0204,0.85,0.55,5.03,8.67,5.77,25.38,24.24,0.385,0.408,3,290.3,3.16,0
29.5,90.0,2020-07-08,4704.0,5.22,183.6,-2e-06,4.0,0.0,0.21,2.41,1.71,2.71,4.35,67.94,42.14,0.365,0.436,2,139.3,2.76,0
25.5728,91.885,2010-06-28,535.5,0.72,179.1,0.0,1.0,0.0,1.1,5.2,8.6,18.8,45.8,134.2,288.0,0.509,0.514,1,324.5,4.0,1
26.5,94.0,2009-12-26,102.0,0.7,186.2,2e-06,6.0,0.0,0.27,0.58,4.57,6.59,11.2,50.52,121.11,0.494,0.314,1,78.2,4.81,0
26.9343,88.4486,2016-10-15,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,156.8,241.8,0.392,0.399,3,680.4,4.7,1
27.8385,88.556,2012-09-19,535.5,0.72,179.1,0.0,1.0,0.0,1.2,5.0,8.8,10.1,12.7,79.7,179.0,0.426,0.427,1,57.2,4.6,1
29.0,92.5,2013-08-09,4045.0,1.18,62.0,4e-06,4.0,0.0,0.06,1.99,1.09,2.44,19.73,24.58,36.47,0.484,0.29,1,493.9,3.51,0
27.0,94.5,2012-08-27,89.0,0.63,182.0,1e-06,5.0,0.0,0.13,0.33,3.75,1.46,15.98,60.59,32.69,0.339,0.392,5,86.9,3.63,0
26.0,90.5,2018-09-14,99.0,0.39,181.0,0.0,5.0,0.0,0.76,1.06,0.64,5.86,11.25,37.28,23.14,0.446,0.299,3,270.9,2.06,0
29.0,92.0,2023-04-21,5441.0,0.8,38.2,-4e-06,2.0,0.0,0.02,1.87,3.49,3.2,1.96,32.7,144.71,0.477,0.326,3,304.4,5.17,0
28.8254,96.1517,2012-06-02,535.5,0.72,179.1,0.0,1.0,0.0,0.2,1.3,3.3,5.5,10.5,27.8,28.5,0.428,0.429,2,490.6,4.5,1
26.8042,88.125,2009-08-19,535.5,0.72,179.1,0.0,1.0,0.0,0.1,0.5,1.4,18.8,42.8,99.5,231.5,0.426,0.426,0,500.0,0.0,1
26.5,96.0,2016-05-28,526.0,0.51,38.4,1e-06,0.0,0.0,0.52,2.22,3.19,10.92,16.73,43.93,134.02,0.338,0.289,1,494.7,0.59,0
22.0104,91.9538,2015-06-01,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.6,1.0,4.8,8.1,0.085,0.063,3,129.7,4.5,1
25.5,88.0,2017-04-06,33.0,0.31,86.5,1e-06,6.0,0.0,0.74,1.31,3.35,1.4,0.71,27.53,93.65,0.332,0.478,4,280.2,2.24,0
28.5,89.5,2020-07-06,5172.0,0.67,188.3,-3e-06,4.0,0.0,0.57,2.48,2.82,5.57,22.37,66.46,96.68,0.45,0.491,1,323.3,4.71,0
24.5,92.0,2013-12-31,15.0,0.07,217.0,0.0,1.0,0.0612,0.7,1.43,0.6,9.68,21.56,26.06,119.23,0.392,0.486,5,354.9,4.82,0
27.5,96.0,2022-01-07,173.0,1.15,190.0,2e-06,5.0,0.0408,0.5,2.06,4.73,5.08,18.37,46.35,58.75,0.394,0.322,0,230.8,5.27,0
25.0,97.5,2018-10-11,167.0,0.81,195.7,1e-06,6.0,0.0,0.44,1.01,3.53,9.02,16.43,59.06,135.34,0.5,0.405,3,300.0,4.31,0
24.5,97.5,2020-05-16,928.0,1.34,173.1,-1e-06,0.0,0.0,0.1,1.11,1.42,6.53,13.46,13.49,38.88,0.358,0.418,5,472.0,1.29,0
24.5,88.0,2009-10-25,22.0,0.31,89.2,1e-06,1.0,0.0204,0.88,0.95,4.02,1.02,20.77,8.67,106.62,0.305,0.306,2,232.0,1.91,0
28.0,95.5,2014-08-02,149.0,1.99,10.6,3e-06,1.0,0.0408,0.46,0.98,4.03,5.97,1.47,20.48,37.41,0.308,0.44,4,342.2,4.72,0
26.5,96.0,2009-02-08,526.0,0.51,38.4,1e-06,0.0,0.0,0.03,0.52,1.97,0.16,7.32,58.57,41.98,0.437,0.425,1,120.9,5.7,0
22.5,92.5,2009-02-08,263.0,0.83,227.1,1e-06,0.0,0.0408,0.41,0.54,4.08,6.51,3.61,55.33,117.43,0.322,0.383,3,207.7,6.27,0
22.5,90.5,2015-11-23,3.0,0.0,180.0,-0.0,5.0,0.0,0.74,0.25,3.23,9.44,1.46,57.51,32.2,0.419,0.423,0,404.2,2.77,0
28.5,91.5,2021-10-26,5297.0,0.6,111.1,-2e-06,4.0,0.0,0.58,1.73,1.62,3.36,0.48,61.68,114.45,0.322,0.446,4,221.1,0.68,0
27.0667,89.5833,2007-09-07,535.5,0.72,179.1,0.0,1.0,0.0,4.7,15.7,29.3,48.4,71.3,153.3,249.2,0.432,0.43,1,457.1,4.5,1
25.4786,94.1327,2010-08-27,535.5,0.72,179.1,0.0,1.0,0.0,0.3,4.5,11.2,12.0,13.3,22.2,56.7,0.507,0.508,0,500.0,0.0,1
29.5,90.5,2014-10-01,5724.0,4.11,175.7,-1.2e-05,2.0,0.0,0.07,1.45,0.28,10.52,10.69,26.31,95.23,0.435,0.463,5,376.6,0.3,0
27.0,88.5,2013-10-07,778.0,1.77,17.2,2e-06,1.0,0.4898,0.82,1.74,4.39,7.98,17.31,8.9,34.03,0.455,0.318,2,450.0,5.33,0
25.0,94.5,2014-11-16,1133.0,1.24,21.6,-3e-06,0.0,0.0204,0.38,2.15,1.11,6.05,8.21,6.89,94.77,0.34,0.442,4,62.5,4.17,0
24.5,88.0,2019-01-03,22.0,0.31,89.2,1e-06,1.0,0.0204,0.59,1.42,2.94,5.4,22.02,46.65,92.12,0.319,0.298,1,82.2,0.87,0
27.3721,88.708,2013-06-08,535.5,0.72,179.1,0.0,1.0,0.0,0.5,1.9,5.9,10.8,15.6,49.8,90.4,0.424,0.431,1,68.3,3.9,1
25.5,91.0,2014-03-01,686.0,0.79,273.1,-1e-06,1.0,0.0612,0.55,0.92,3.36,7.02,15.38,51.0,101.99,0.471,0.425,5,326.7,2.01,0
29.5,96.5,2014-05-11,4109.0,3.9,199.1,-4e-06,2.0,0.0,0.29,0.16,5.11,9.26,4.32,48.46,115.64,0.327,0.35,3,324.0,0.72,0
24.7625,93.4341,2013-08-17,535.5,0.72,179.1,0.0,1.0,0.0,0.8,2.7,5.9,10.4,12.5,35.6,78.9,0.429,0.425,1,297.7,4.3,1
27.5,89.5,2011-02-26,3704.0,3.01,36.7,-3e-06,2.0,0.0612,0.12,1.15,1.65,10.56,16.17,33.99,72.34,0.383,0.378,0,457.2,0.17,0
29.0,90.0,2020-06-18,5512.0,0.41,229.6,-5e-06,2.0,0.0,0.08,0.86,4.38,0.25,3.77,63.5,53.23,0.358,0.32,0,312.0,2.79,0
23.73504471,92.71060943,2010-09-13,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.3,0.3,2.7,4.9,17.1,41.7,0.407,0.41,2,213.4,5.1,1
24.0,93.5,2014-04-12,1021.0,1.01,205.8,-1e-06,1.0,0.0408,0.81,1.04,2.06,2.21,17.45,46.68,20.93,0.424,0.349,0,482.1,0.41,0
25.06657276,93.9310888,2017-06-30,535.5,0.72,179.1,0.0,1.0,0.0,0.3,1.4,2.0,4.7,8.5,26.5,53.2,0.435,0.435,1,145.0,4.4,1
28.5,93.0,2015-07-26,4718.0,1.38,52.2,-5e-06,4.0,0.0,0.31,1.05,3.12,10.29,6.53,19.22,127.22,0.321,0.38,5,306.6,0.01,0
25.73318099,93.99655231,2017-05-16,535.5,0.72,179.1,0.0,1.0,0.0,1.3,4.0,5.4,13.7,21.4,67.2,85.6,0.508,0.506,0,500.0,0.0,1
28.0,89.0,2018-02-17,4952.0,0.72,42.1,-1e-06,2.0,0.0,0.17,0.25,2.28,4.79,10.6,51.55,103.81,0.501,0.31,3,366.8,5.2,0
25.1019,93.3729,2015-08-11,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,1.3,23.2,33.8,68.6,0.462,0.47,0,500.0,0.0,1
22.479,92.967,2007-07-30,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,11.9,57.2,0.397,0.402,2,73.6,4.8,1
23.0,93.5,2019-05-19,2002.0,1.04,142.6,-4e-06,1.0,0.0204,0.7,2.45,0.5,11.14,0.45,24.57,55.35,0.492,0.437,0,346.5,1.15,0
27.5,89.5,2018-12-28,3704.0,3.01,36.7,-3e-06,2.0,0.0612,0.82,0.23,1.35,2.58,8.32,69.6,78.86,0.33,0.474,5,263.4,3.45,0
27.5,89.0,2023-11-05,4301.0,4.15,341.9,-8e-06,2.0,0.0,0.81,0.39,5.0,2.45,0.39,34.26,52.27,0.336,0.397,1,158.7,6.21,0
26.8727,94.9275,2013-08-16,535.5,0.72,179.1,0.0,1.0,0.0,3.3,7.5,16.0,23.9,30.2,54.8,120.7,0.493,0.511,1,197.8,4.3,1
26.5,88.0,2022-10-16,120.0,2.01,7.6,3e-06,1.0,0.9796,0.9,0.71,5.17,10.71,1.72,45.38,64.1,0.463,0.436,0,80.0,3.95,0
27.0771,88.482,2008-06-30,535.5,0.72,179.1,0.0,1.0,0.0,0.4,2.1,3.0,6.8,10.5,82.1,111.0,0.415,0.42,2,736.0,4.6,1
